img,is_face,coefficient
57066.jpeg,1,0.9936
57067.jpeg,1,0.9994
57068.jpeg,1,0.9993
57069.jpeg,1,0.9995
5707.jpeg,0,0.0
57070.jpeg,1,0.9995
57072.jpeg,1,0.9999
57074.jpeg,1,0.9928
57075.jpeg,1,0.9919
57076.jpeg,1,0.9948
57078.jpeg,1,0.9975
57079.jpeg,1,0.9619
5708.jpeg,1,0.9944
57080.jpeg,1,0.9998
57083.jpeg,1,0.9992
57085.jpeg,1,0.9984
57086.jpeg,1,0.9911
57087.jpeg,0,0.0
57088.jpeg,1,0.9996
5709.jpeg,0,0.0
57091.jpeg,1,0.9998
57092.jpeg,1,0.9972
57093.jpeg,1,0.9098
57094.jpeg,1,0.9989
57095.jpeg,1,0.9997
57096.jpeg,1,0.9990
57097.jpeg,1,0.9954
57098.jpeg,1,0.9945
5710.jpeg,1,0.9982
57100.jpeg,0,0.0
57101.jpeg,1,0.9974
57102.jpeg,1,0.9980
57103.jpeg,1,0.9789
57104.jpeg,1,0.9869
57105.jpeg,1,0.9919
57106.jpeg,1,0.9964
57107.jpeg,1,0.9945
57108.jpeg,0,0.0
57109.jpeg,0,0.0
57111.jpeg,0,0.0
57112.jpeg,1,0.9996
57113.jpeg,1,0.9984
57114.jpeg,1,0.9996
57115.jpeg,1,0.9977
57117.jpeg,0,0.0
57118.jpeg,1,0.9999
57119.jpeg,1,0.9805
5712.jpeg,1,0.8756
57121.jpeg,1,0.9957
57122.jpeg,1,0.9988
57123.jpeg,1,0.9532
57126.jpeg,0,0.0
57127.jpeg,0,0.0
57129.jpeg,1,0.9149
57130.jpeg,1,0.9993
57131.jpeg,0,0.0
57132.jpeg,1,0.9987
57133.jpeg,0,0.0
57134.jpeg,1,0.9991
57136.jpeg,0,0.0
57137.jpeg,1,0.9967
57138.jpeg,1,0.9988
57139.jpeg,1,0.7995
57140.jpeg,1,0.9995
57143.jpeg,1,0.9999
57144.jpeg,1,0.9833
57145.jpeg,1,0.9960
57146.jpeg,1,0.9780
57147.jpeg,1,0.9583
57148.jpeg,1,0.9965
57151.jpeg,1,0.9998
57154.jpeg,0,0.0
57155.jpeg,1,0.9986
57156.jpeg,1,0.9436
57158.jpeg,1,0.9997
57159.jpeg,1,0.9981
57160.jpeg,1,0.9993
57161.jpeg,0,0.0
57162.jpeg,1,0.9968
57163.jpeg,1,0.9998
57164.jpeg,1,0.9999
57165.jpeg,0,0.0
57166.jpeg,1,0.9982
57167.jpeg,1,0.9984
57168.jpeg,1,0.9978
57169.jpeg,1,0.9847
5717.jpeg,1,0.9889
57170.jpeg,1,0.9998
57171.jpeg,1,0.9999
57172.jpeg,1,0.9865
57178.jpeg,0,0.0
57179.jpeg,0,0.0
5718.jpeg,1,0.9971
57180.jpeg,0,0.0
57181.jpeg,1,0.9992
57182.jpeg,0,0.0
57183.jpeg,0,0.0
57184.jpeg,1,0.9993
57185.jpeg,1,0.9978
57187.jpeg,0,0.0
57188.jpeg,1,0.9837
57189.jpeg,1,0.6523
57190.jpeg,0,0.0
57191.jpeg,0,0.0
57192.jpeg,1,0.9961
57195.jpeg,0,0.0
57196.jpeg,1,0.9998
57197.jpeg,1,0.9251
57198.jpeg,1,0.9989
57199.jpeg,0,0.0
572.jpeg,1,0.9887
5720.jpeg,1,0.9970
57200.jpeg,1,0.9986
57201.jpeg,1,0.9157
57202.jpeg,0,0.0
57203.jpeg,1,0.9997
57206.jpeg,0,0.0
57207.jpeg,1,0.8902
57208.jpeg,1,0.8609
5721.jpeg,1,0.9990
57210.jpeg,0,0.0
57211.jpeg,1,0.9558
57212.jpeg,1,0.9993
57213.jpeg,1,0.9977
57214.jpeg,1,0.9998
57216.jpeg,0,0.0
57217.jpeg,0,0.0
57218.jpeg,1,0.9989
57219.jpeg,1,0.9999
5722.jpeg,1,0.9929
57220.jpeg,0,0.0
57221.jpeg,0,0.0
57222.jpeg,1,0.9974
57223.jpeg,1,0.9600
57224.jpeg,1,0.9997
57226.jpeg,1,0.9945
57227.jpeg,1,0.9054
57228.jpeg,1,0.9808
57229.jpeg,1,0.9737
5723.jpeg,1,0.9918
57230.jpeg,0,0.0
57231.jpeg,1,0.9949
57232.jpeg,1,0.9995
57234.jpeg,1,0.9991
57235.jpeg,0,0.0
57236.jpeg,1,0.9975
57237.jpeg,1,0.9818
57238.jpeg,1,0.9751
57239.jpeg,0,0.0
5724.jpeg,1,0.9993
57241.jpeg,1,0.9117
57242.jpeg,1,0.8629
57243.jpeg,0,0.0
57244.jpeg,1,0.9978
57245.jpeg,1,0.9371
57246.jpeg,1,0.9854
57249.jpeg,1,0.9815
5725.jpeg,1,0.9960
57250.jpeg,1,0.9940
57251.jpeg,1,0.9998
57252.jpeg,1,0.9446
57253.jpeg,0,0.0
57254.jpeg,1,0.9981
57255.jpeg,1,0.9998
57256.jpeg,1,0.9967
57257.jpeg,1,0.9933
57258.jpeg,0,0.0
57259.jpeg,1,0.9969
5726.jpeg,1,0.9977
57260.jpeg,1,0.9999
57262.jpeg,0,0.0
57263.jpeg,0,0.0
57264.jpeg,1,0.9941
57265.jpeg,0,0.0
57267.jpeg,1,0.9999
57268.jpeg,1,0.9831
57270.jpeg,1,0.9992
57271.jpeg,1,0.7900
57272.jpeg,1,0.9895
57273.jpeg,1,0.9996
57274.jpeg,1,0.9992
57275.jpeg,1,0.9997
57276.jpeg,1,0.9996
57277.jpeg,1,0.8229
57278.jpeg,1,0.9806
57279.jpeg,1,0.9982
5728.jpeg,1,0.9997
57281.jpeg,1,0.9996
57282.jpeg,0,0.0
57283.jpeg,0,0.0
57284.jpeg,1,0.9978
57285.jpeg,0,0.0
57286.jpeg,1,0.9997
57287.jpeg,1,0.9982
57289.jpeg,1,0.9993
57290.jpeg,0,0.0
57291.jpeg,1,0.9998
57292.jpeg,1,0.9748
57293.jpeg,1,0.9887
57294.jpeg,1,0.9978
57295.jpeg,1,0.9981
57296.jpeg,0,0.0
57297.jpeg,1,0.9977
57298.jpeg,1,0.9916
57299.jpeg,1,0.9965
573.jpeg,1,0.9996
5730.jpeg,1,0.9817
57300.jpeg,0,0.0
57301.jpeg,1,0.9997
57303.jpeg,1,0.9981
57305.jpeg,1,0.7267
57306.jpeg,1,0.9988
57307.jpeg,1,0.9734
57308.jpeg,1,0.8702
57310.jpeg,0,0.0
57311.jpeg,1,0.9967
57313.jpeg,1,0.9971
57314.jpeg,0,0.0
57315.jpeg,1,0.9949
57316.jpeg,1,0.9972
57317.jpeg,1,0.9985
57318.jpeg,1,0.9661
57319.jpeg,1,0.9969
5732.jpeg,1,0.9996
57320.jpeg,1,0.9900
57321.jpeg,1,0.8953
57322.jpeg,1,0.9253
57325.jpeg,1,0.9914
57326.jpeg,1,0.9979
57328.jpeg,0,0.0
5733.jpeg,1,0.9976
57331.jpeg,1,0.9239
57332.jpeg,1,0.9949
57334.jpeg,1,0.9993
57335.jpeg,1,0.9991
57336.jpeg,1,0.9917
57337.jpeg,0,0.0
57338.jpeg,0,0.0
57339.jpeg,1,0.9996
5734.jpeg,0,0.0
57340.jpeg,1,0.9893
57341.jpeg,1,0.9983
57342.jpeg,1,0.9973
57343.jpeg,1,0.9974
57344.jpeg,1,0.9978
57345.jpeg,0,0.0
57346.jpeg,1,0.9989
57347.jpeg,0,0.0
57348.jpeg,1,0.9990
5735.jpeg,1,0.9938
57350.jpeg,0,0.0
57351.jpeg,1,0.9630
57352.jpeg,0,0.0
57353.jpeg,0,0.0
57355.jpeg,1,0.9965
57357.jpeg,1,0.9996
57358.jpeg,1,0.9955
57359.jpeg,1,0.9995
5736.jpeg,1,0.9942
57360.jpeg,1,0.9953
57361.jpeg,1,0.6879
57362.jpeg,1,0.9301
57364.jpeg,1,0.9994
57365.jpeg,1,0.9985
57366.jpeg,1,0.9941
57367.jpeg,1,0.9954
57368.jpeg,0,0.0
5737.jpeg,1,0.9997
57370.jpeg,1,0.9998
57371.jpeg,1,0.9929
57372.jpeg,0,0.0
57373.jpeg,1,0.9939
57374.jpeg,1,0.9939
57375.jpeg,1,0.8019
57377.jpeg,1,0.9998
57378.jpeg,1,0.9713
57379.jpeg,1,0.7623
5738.jpeg,0,0.0
57381.jpeg,1,0.9847
57382.jpeg,1,0.9954
57383.jpeg,0,0.0
57384.jpeg,1,0.9971
57385.jpeg,1,0.9998
57386.jpeg,1,0.7005
57389.jpeg,0,0.0
57390.jpeg,0,0.0
57391.jpeg,1,0.9996
57392.jpeg,0,0.0
57394.jpeg,1,0.9982
57395.jpeg,1,0.9928
57396.jpeg,1,0.8906
57398.jpeg,1,0.9044
57399.jpeg,1,0.9985
574.jpeg,1,0.9996
5740.jpeg,1,0.9955
57400.jpeg,1,0.9953
57402.jpeg,1,0.9940
57403.jpeg,1,0.9976
57405.jpeg,1,0.9762
57409.jpeg,0,0.0
57410.jpeg,1,0.9988
57412.jpeg,0,0.0
57413.jpeg,1,0.9758
57414.jpeg,1,0.9847
57415.jpeg,1,0.9995
57416.jpeg,1,0.8744
57417.jpeg,1,0.9991
57418.jpeg,1,0.9997
57419.jpeg,1,0.9988
57420.jpeg,1,0.9924
57421.jpeg,0,0.0
57422.jpeg,1,0.9703
57423.jpeg,1,0.9968
57425.jpeg,1,0.9996
57426.jpeg,1,0.9747
57428.jpeg,0,0.0
57429.jpeg,1,0.9983
57430.jpeg,1,0.9151
57431.jpeg,0,0.0
57432.jpeg,1,0.9896
57433.jpeg,0,0.0
57435.jpeg,1,0.9937
57436.jpeg,1,0.9764
57437.jpeg,0,0.0
5744.jpeg,1,0.9850
57441.jpeg,0,0.0
57444.jpeg,1,0.9845
57445.jpeg,1,0.9995
57446.jpeg,1,0.6785
57447.jpeg,1,0.9701
57448.jpeg,0,0.0
57449.jpeg,1,0.9839
57450.jpeg,1,0.9970
57451.jpeg,1,0.9996
57452.jpeg,1,0.9998
57454.jpeg,1,0.9678
57455.jpeg,1,0.9995
57456.jpeg,1,0.9377
57457.jpeg,1,0.9989
57458.jpeg,1,0.9997
57459.jpeg,1,0.9982
5746.jpeg,1,0.9996
57461.jpeg,0,0.0
57462.jpeg,1,0.9996
57463.jpeg,1,0.9997
57464.jpeg,1,0.9893
57465.jpeg,1,0.9973
57466.jpeg,1,0.9973
57467.jpeg,1,0.9964
57468.jpeg,1,0.9996
57469.jpeg,1,0.9995
5747.jpeg,0,0.0
57470.jpeg,1,0.9927
57471.jpeg,0,0.0
57472.jpeg,1,0.9996
57473.jpeg,1,0.9995
57474.jpeg,1,0.9997
57476.jpeg,1,0.9990
57477.jpeg,1,0.9993
57478.jpeg,1,0.9987
57479.jpeg,1,0.9873
57480.jpeg,1,0.9980
57481.jpeg,1,0.9986
57482.jpeg,1,0.9969
57483.jpeg,1,0.9995
57484.jpeg,1,0.9990
57485.jpeg,1,0.9993
57486.jpeg,1,0.9942
57487.jpeg,1,0.9996
57488.jpeg,1,0.9908
57489.jpeg,0,0.0
5749.jpeg,1,0.9985
57490.jpeg,1,0.9563
57492.jpeg,1,0.9940
57493.jpeg,1,0.9354
57494.jpeg,1,0.9997
57495.jpeg,1,0.9998
57496.jpeg,1,0.9984
57497.jpeg,1,0.9914
57498.jpeg,1,0.9973
57499.jpeg,1,0.9996
575.jpeg,1,0.9982
5750.jpeg,1,0.9986
57500.jpeg,1,0.9915
57501.jpeg,1,0.9998
57502.jpeg,1,0.9995
57503.jpeg,0,0.0
57504.jpeg,1,0.9522
57505.jpeg,1,0.9363
57506.jpeg,1,0.9948
57507.jpeg,1,0.9868
57508.jpeg,1,0.9979
57509.jpeg,1,0.9992
5751.jpeg,1,0.9815
57511.jpeg,1,0.9986
57512.jpeg,1,0.9988
57513.jpeg,1,0.9959
57514.jpeg,1,0.9969
57515.jpeg,1,0.9698
57516.jpeg,1,0.9716
57517.jpeg,1,0.9549
57518.jpeg,1,0.9916
5752.jpeg,1,0.9663
57520.jpeg,1,0.9981
57521.jpeg,1,0.9963
57522.jpeg,1,0.9941
57523.jpeg,1,0.9996
57526.jpeg,1,0.9993
57527.jpeg,0,0.0
57528.jpeg,1,0.9745
57529.jpeg,1,0.9866
57530.jpeg,1,0.9988
57531.jpeg,1,0.9914
57532.jpeg,1,0.9975
57533.jpeg,1,0.9998
57534.jpeg,1,0.9957
57535.jpeg,1,0.9978
57536.jpeg,1,0.9995
57537.jpeg,1,0.9622
57538.jpeg,0,0.0
57539.jpeg,1,0.9997
5754.jpeg,0,0.0
57540.jpeg,1,0.9984
57542.jpeg,1,0.9997
57543.jpeg,1,0.9902
57544.jpeg,1,0.9985
57545.jpeg,1,0.9983
57546.jpeg,1,0.9960
57547.jpeg,1,0.9977
57548.jpeg,1,0.9975
57549.jpeg,1,0.9377
5755.jpeg,1,0.9974
57550.jpeg,0,0.0
57551.jpeg,1,0.9999
57552.jpeg,0,0.0
57553.jpeg,0,0.0
57554.jpeg,1,0.9876
57555.jpeg,1,0.9986
57556.jpeg,1,0.9975
57557.jpeg,1,0.9993
57558.jpeg,1,0.9523
57560.jpeg,0,0.0
57561.jpeg,1,0.9973
57563.jpeg,1,0.9997
57564.jpeg,1,0.9998
57565.jpeg,1,0.9998
57566.jpeg,1,0.9994
57567.jpeg,1,0.9977
57568.jpeg,1,0.9952
57569.jpeg,1,0.9965
5757.jpeg,1,0.9976
57570.jpeg,1,0.9998
57571.jpeg,1,0.9998
57573.jpeg,1,0.9964
57574.jpeg,1,0.9909
57576.jpeg,0,0.0
57577.jpeg,1,0.9998
57578.jpeg,1,0.9786
57579.jpeg,0,0.0
5758.jpeg,1,0.9523
57580.jpeg,1,0.9987
57581.jpeg,1,0.9983
57582.jpeg,1,0.9964
57583.jpeg,1,0.9994
57584.jpeg,1,0.9935
57585.jpeg,1,0.9980
57586.jpeg,1,0.9944
57587.jpeg,1,0.9871
57588.jpeg,1,0.9989
57589.jpeg,1,0.9526
5759.jpeg,1,0.9966
57590.jpeg,1,0.9992
57591.jpeg,1,0.9998
57592.jpeg,0,0.0
57593.jpeg,1,0.9955
57594.jpeg,1,0.9989
57595.jpeg,1,0.9855
57596.jpeg,1,0.9959
57597.jpeg,1,0.9354
57598.jpeg,1,0.9988
576.jpeg,1,0.9902
5760.jpeg,1,0.9997
57600.jpeg,1,0.9915
57601.jpeg,0,0.0
57602.jpeg,1,0.9609
57603.jpeg,0,0.0
57604.jpeg,0,0.0
57605.jpeg,1,0.9989
57606.jpeg,1,0.9954
57607.jpeg,1,0.9862
57608.jpeg,1,0.9998
57609.jpeg,0,0.0
57610.jpeg,1,0.9780
57611.jpeg,0,0.0
57613.jpeg,1,0.9976
57614.jpeg,1,0.9986
57616.jpeg,1,0.9985
57617.jpeg,1,0.9925
57618.jpeg,1,0.9959
57619.jpeg,1,0.9837
57620.jpeg,1,0.9970
57621.jpeg,1,0.9967
57622.jpeg,1,0.9988
57623.jpeg,1,0.9604
57624.jpeg,1,0.9959
57625.jpeg,1,0.9938
57627.jpeg,0,0.0
57628.jpeg,1,0.9939
57629.jpeg,1,0.9997
5763.jpeg,1,0.9983
57630.jpeg,1,0.9989
57631.jpeg,1,0.9814
57632.jpeg,1,0.9910
57633.jpeg,1,0.9998
57634.jpeg,1,0.9954
57635.jpeg,1,0.9639
57636.jpeg,1,0.9983
57637.jpeg,1,0.9959
57638.jpeg,0,0.0
57639.jpeg,0,0.0
5764.jpeg,1,0.9987
57640.jpeg,1,0.9940
57641.jpeg,0,0.0
57642.jpeg,1,0.9819
57643.jpeg,0,0.0
57645.jpeg,1,0.9998
57646.jpeg,1,0.9863
57647.jpeg,0,0.0
57648.jpeg,0,0.0
57650.jpeg,1,0.9712
57651.jpeg,0,0.0
57652.jpeg,0,0.0
57653.jpeg,1,0.9998
57654.jpeg,0,0.0
57655.jpeg,1,0.9999
57656.jpeg,1,0.9993
57657.jpeg,1,0.9998
57658.jpeg,1,0.7239
57659.jpeg,1,0.9960
5766.jpeg,1,0.9784
57660.jpeg,1,0.9862
57663.jpeg,1,0.9976
57664.jpeg,0,0.0
57665.jpeg,1,0.9973
57666.jpeg,0,0.0
57667.jpeg,1,0.9997
57668.jpeg,0,0.0
57669.jpeg,1,0.9999
5767.jpeg,1,0.9991
57670.jpeg,1,0.9996
57671.jpeg,1,0.6257
57672.jpeg,1,1.0000
57673.jpeg,0,0.0
57674.jpeg,1,0.8599
57675.jpeg,1,0.9979
57676.jpeg,1,0.9999
57677.jpeg,0,0.0
57678.jpeg,1,0.9939
57679.jpeg,1,0.9941
57680.jpeg,1,0.9996
57681.jpeg,1,0.9988
57682.jpeg,1,0.9997
57683.jpeg,0,0.0
57684.jpeg,0,0.0
57685.jpeg,1,0.9997
57686.jpeg,1,0.9994
57687.jpeg,1,0.9970
57689.jpeg,1,0.9943
57690.jpeg,1,0.9935
57691.jpeg,1,0.9998
57692.jpeg,1,0.9990
57693.jpeg,1,0.9996
57694.jpeg,1,0.9989
57695.jpeg,1,0.9992
57696.jpeg,1,0.9982
57697.jpeg,1,0.9924
57699.jpeg,1,0.9903
57700.jpeg,1,0.9977
57701.jpeg,1,0.9998
57703.jpeg,1,0.9997
57704.jpeg,1,0.9977
57705.jpeg,0,0.0
57707.jpeg,1,0.9998
57708.jpeg,0,0.0
57709.jpeg,1,0.9962
5771.jpeg,1,0.9998
57711.jpeg,1,0.9944
57712.jpeg,1,0.9965
57713.jpeg,1,0.9963
57714.jpeg,1,0.9490
57715.jpeg,1,0.9970
57717.jpeg,1,0.9979
57718.jpeg,0,0.0
57719.jpeg,1,0.9976
57721.jpeg,1,0.9997
57722.jpeg,1,0.9976
57723.jpeg,1,0.9998
57724.jpeg,0,0.0
57725.jpeg,1,0.9959
57726.jpeg,1,0.9974
57727.jpeg,1,0.9797
57728.jpeg,1,0.9999
57729.jpeg,1,0.9996
5773.jpeg,1,0.9999
57730.jpeg,1,0.9982
57731.jpeg,1,0.9941
57732.jpeg,1,0.9997
57733.jpeg,1,0.9996
57734.jpeg,1,0.9997
57735.jpeg,1,0.9988
57736.jpeg,1,0.9963
57737.jpeg,1,0.9987
57738.jpeg,1,0.9940
57739.jpeg,1,0.9963
5774.jpeg,1,0.9762
57740.jpeg,1,0.9997
57741.jpeg,1,0.9998
57742.jpeg,1,0.9996
57744.jpeg,1,0.9996
57745.jpeg,1,0.9276
57746.jpeg,1,0.9930
57747.jpeg,1,0.9268
57748.jpeg,1,0.9993
57749.jpeg,1,0.9990
5775.jpeg,1,0.9963
57750.jpeg,0,0.0
57751.jpeg,1,0.9983
57754.jpeg,0,0.0
57756.jpeg,1,0.9996
57757.jpeg,1,0.9991
57758.jpeg,1,0.9998
57759.jpeg,1,0.9992
57760.jpeg,1,0.6375
57761.jpeg,1,0.9984
57762.jpeg,1,0.9987
57763.jpeg,1,0.9993
57764.jpeg,1,0.9998
57765.jpeg,1,0.9967
57766.jpeg,1,0.9931
57767.jpeg,1,0.9984
57768.jpeg,1,0.9991
5777.jpeg,0,0.0
57770.jpeg,1,0.9998
57771.jpeg,1,0.9995
57772.jpeg,1,0.9930
57773.jpeg,1,0.9993
57774.jpeg,1,0.9995
57775.jpeg,1,0.9980
57776.jpeg,1,0.9304
57777.jpeg,1,0.6927
57778.jpeg,1,0.9998
57779.jpeg,1,0.9997
5778.jpeg,1,0.9999
57780.jpeg,1,0.9936
57781.jpeg,1,0.9985
57782.jpeg,0,0.0
57783.jpeg,1,0.8894
57784.jpeg,1,0.9942
57785.jpeg,1,0.9998
57787.jpeg,1,0.9974
57789.jpeg,1,0.9978
57790.jpeg,1,0.9970
57791.jpeg,1,0.9076
57792.jpeg,1,0.9769
57793.jpeg,1,0.9824
57794.jpeg,1,0.9994
57795.jpeg,1,0.9951
57796.jpeg,0,0.0
57797.jpeg,1,0.9978
57798.jpeg,1,0.9998
57799.jpeg,1,0.9969
578.jpeg,1,0.9958
5780.jpeg,1,0.9933
57800.jpeg,1,0.9966
57801.jpeg,1,0.9918
57802.jpeg,1,0.9999
57803.jpeg,1,0.9992
57804.jpeg,0,0.0
57806.jpeg,1,0.9957
57807.jpeg,1,0.9971
57808.jpeg,1,0.9671
57809.jpeg,1,0.9989
5781.jpeg,1,0.8423
57812.jpeg,1,0.9991
57813.jpeg,0,0.0
57814.jpeg,0,0.0
57815.jpeg,1,0.9833
57816.jpeg,1,0.9938
57817.jpeg,1,0.9918
57818.jpeg,1,0.9996
57819.jpeg,1,0.9978
57820.jpeg,1,0.9873
57821.jpeg,1,0.9998
57822.jpeg,1,0.9970
57823.jpeg,1,0.9983
57825.jpeg,1,0.9994
57826.jpeg,1,0.9946
57827.jpeg,1,0.9936
57828.jpeg,1,0.9993
57829.jpeg,1,0.9989
57830.jpeg,1,0.7086
57831.jpeg,1,0.9438
57833.jpeg,1,0.9874
57834.jpeg,1,0.9931
57836.jpeg,1,0.7323
57837.jpeg,0,0.0
57838.jpeg,0,0.0
5784.jpeg,1,0.9895
57840.jpeg,1,0.9994
57841.jpeg,1,0.9981
57842.jpeg,1,0.9965
57844.jpeg,1,0.9981
57845.jpeg,1,0.9980
57847.jpeg,1,0.9936
57848.jpeg,1,0.9993
57849.jpeg,1,0.9946
5785.jpeg,1,0.9376
57850.jpeg,0,0.0
57851.jpeg,1,0.9917
57852.jpeg,1,0.9966
57854.jpeg,1,0.9997
57855.jpeg,1,0.9928
57857.jpeg,1,0.9563
57858.jpeg,1,0.9994
57859.jpeg,1,0.9965
57860.jpeg,1,0.9999
57861.jpeg,1,0.9997
57862.jpeg,1,0.9806
57863.jpeg,1,0.9749
57864.jpeg,1,0.9998
57865.jpeg,1,0.9674
57866.jpeg,1,0.9998
57867.jpeg,0,0.0
57869.jpeg,1,0.9972
5787.jpeg,0,0.0
57870.jpeg,1,0.9982
57871.jpeg,1,0.9957
57872.jpeg,1,0.9997
57873.jpeg,1,0.9998
57874.jpeg,1,0.9993
57875.jpeg,1,0.9957
57876.jpeg,1,0.9995
57878.jpeg,1,0.9984
57879.jpeg,1,0.9997
5788.jpeg,1,0.9985
57881.jpeg,1,0.9973
57882.jpeg,1,0.9990
57883.jpeg,1,0.9955
57884.jpeg,1,0.9648
57885.jpeg,1,0.9984
57887.jpeg,1,0.9971
57888.jpeg,0,0.0
57889.jpeg,1,0.9990
5789.jpeg,1,0.9995
57890.jpeg,1,0.9971
57891.jpeg,0,0.0
57892.jpeg,0,0.0
57893.jpeg,1,0.9995
57894.jpeg,0,0.0
57895.jpeg,1,0.9979
57896.jpeg,0,0.0
57897.jpeg,1,0.9597
57898.jpeg,0,0.0
579.jpeg,1,0.9979
5790.jpeg,0,0.0
57900.jpeg,1,0.9939
57901.jpeg,1,0.9999
57902.jpeg,1,0.9970
57903.jpeg,1,0.9924
57904.jpeg,1,0.8250
57905.jpeg,1,0.9913
57906.jpeg,0,0.0
57907.jpeg,1,0.9993
57908.jpeg,1,0.9997
57909.jpeg,1,0.9999
5791.jpeg,1,0.9995
57910.jpeg,1,0.9918
57911.jpeg,1,0.9963
57912.jpeg,1,0.9985
57914.jpeg,0,0.0
57915.jpeg,1,0.9947
57916.jpeg,1,0.9998
57918.jpeg,0,0.0
57919.jpeg,1,0.9982
5792.jpeg,1,0.9996
57920.jpeg,1,0.6873
57921.jpeg,1,0.9938
57922.jpeg,1,0.9986
57923.jpeg,1,0.9984
57924.jpeg,0,0.0
57925.jpeg,1,0.9978
57926.jpeg,1,0.9970
57928.jpeg,1,0.9999
57929.jpeg,1,0.9998
5793.jpeg,1,0.9997
57930.jpeg,1,0.5930
57931.jpeg,1,0.9998
57932.jpeg,1,0.9993
57933.jpeg,1,0.9999
57935.jpeg,1,0.9872
57938.jpeg,1,0.9997
57939.jpeg,1,0.9997
5794.jpeg,1,0.9993
57941.jpeg,1,0.9988
57944.jpeg,1,0.9972
57945.jpeg,1,0.9526
57946.jpeg,1,0.9965
57948.jpeg,1,0.9966
57949.jpeg,0,0.0
5795.jpeg,1,0.9976
57950.jpeg,1,0.9783
57952.jpeg,1,0.9998
57953.jpeg,1,0.9988
57957.jpeg,0,0.0
57958.jpeg,1,0.9957
57960.jpeg,1,0.9999
57961.jpeg,1,0.9919
57962.jpeg,0,0.0
57963.jpeg,1,0.9997
57964.jpeg,1,0.9945
57965.jpeg,1,0.9953
57966.jpeg,1,0.9997
57967.jpeg,1,0.9992
57968.jpeg,1,0.9954
57969.jpeg,1,0.9971
5797.jpeg,1,0.9998
57971.jpeg,0,0.0
57973.jpeg,0,0.0
57975.jpeg,1,0.9996
57976.jpeg,1,0.9992
57977.jpeg,1,0.9895
57978.jpeg,1,0.9998
5798.jpeg,1,0.9992
57981.jpeg,0,0.0
57982.jpeg,1,0.8557
57983.jpeg,1,0.9944
57984.jpeg,1,0.9979
57985.jpeg,1,0.9977
57986.jpeg,1,0.9988
57987.jpeg,1,0.9995
57988.jpeg,1,0.9996
57991.jpeg,1,0.9996
57992.jpeg,1,0.9934
57993.jpeg,1,0.9997
57995.jpeg,1,0.9923
57996.jpeg,1,0.9983
57997.jpeg,1,0.9998
57998.jpeg,1,0.9874
57999.jpeg,1,0.9992
58.jpeg,1,0.9222
580.jpeg,1,0.9937
5800.jpeg,1,0.9996
58000.jpeg,1,0.9871
58001.jpeg,1,0.9995
58002.jpeg,1,0.8912
58003.jpeg,1,0.9981
58005.jpeg,1,0.9881
58006.jpeg,1,0.9998
58007.jpeg,1,0.9973
58008.jpeg,1,0.9998
58009.jpeg,1,0.9998
5801.jpeg,1,0.9760
58010.jpeg,1,0.9999
58011.jpeg,0,0.0
58013.jpeg,1,0.9974
58014.jpeg,1,0.9954
58015.jpeg,1,0.9986
58016.jpeg,1,0.9955
58017.jpeg,1,0.9935
58018.jpeg,0,0.0
5802.jpeg,1,0.9985
58020.jpeg,1,0.9984
58021.jpeg,1,0.9938
58022.jpeg,1,0.9994
58024.jpeg,1,0.9956
58025.jpeg,1,0.9998
58026.jpeg,1,0.9985
58027.jpeg,1,0.9987
5803.jpeg,1,0.9449
58031.jpeg,1,0.9969
58033.jpeg,1,0.9987
58034.jpeg,1,0.9949
58037.jpeg,1,0.9993
58038.jpeg,1,0.9953
5804.jpeg,1,0.9944
58040.jpeg,1,0.9952
58041.jpeg,1,0.9997
58045.jpeg,1,0.9997
58046.jpeg,1,0.9984
58047.jpeg,1,0.9994
58048.jpeg,1,0.9922
58049.jpeg,0,0.0
5805.jpeg,1,0.9976
58050.jpeg,1,0.9555
58052.jpeg,1,0.9985
58054.jpeg,1,0.9997
58055.jpeg,1,0.9973
58057.jpeg,1,0.9967
58058.jpeg,1,0.9912
58059.jpeg,1,0.9995
5806.jpeg,1,0.9280
58061.jpeg,1,0.9996
58062.jpeg,1,0.9978
58065.jpeg,1,0.9986
58066.jpeg,1,0.9818
58067.jpeg,1,0.9941
58070.jpeg,1,0.9952
58071.jpeg,1,0.9997
58072.jpeg,1,0.9998
58073.jpeg,1,0.9931
58075.jpeg,1,0.9691
58076.jpeg,1,0.9994
58077.jpeg,1,0.9967
58079.jpeg,1,0.9970
58080.jpeg,1,0.9938
58081.jpeg,0,0.0
58082.jpeg,1,0.9952
58083.jpeg,1,0.9999
58084.jpeg,1,0.9969
58088.jpeg,1,0.9999
58089.jpeg,1,0.9914
5809.jpeg,1,0.9961
58090.jpeg,1,0.9975
58091.jpeg,1,0.9966
58092.jpeg,1,0.9983
58094.jpeg,1,0.9793
58095.jpeg,0,0.0
58096.jpeg,1,0.9999
58097.jpeg,1,0.9979
58098.jpeg,1,0.9983
58099.jpeg,1,0.9999
581.jpeg,1,0.9769
5810.jpeg,1,0.9672
58102.jpeg,1,0.9998
58105.jpeg,1,0.9996
58106.jpeg,1,0.9998
58107.jpeg,1,0.9236
58108.jpeg,0,0.0
58109.jpeg,1,0.9989
5811.jpeg,1,0.9998
58110.jpeg,1,0.9954
58111.jpeg,1,0.9733
58112.jpeg,1,0.9999
